search_date,avg_start_date,avg_end_date,actual_average,today_actual,yesterday_actual,tomorrow_forecast,today_index,yesterday_index,tomorrow_index
2023-10-14,2023-10-13,2023-10-14,90.0,60.0,120.0,92,low,moderate,low
